"csvFile","name","code","type","values","unit","canBeNull","description","comments","conceptPath","methodology"
"custom_file","Left Putamen","leftputamen","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/cerebral_nuclei/basal_ganglia/leftputamen","lren-nmm-volumes"
"custom_file","Right Accumbens Area","rightaccumbensarea","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/cerebral_nuclei/basal_ganglia/rightaccumbensarea","lren-nmm-volumes"
"custom_file","Right Basal Forebrain","rightbasalforebrain","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/cerebral_nuclei/basal_ganglia/rightbasalforebrain","lren-nmm-volumes"
"custom_file","Right Caudate","rightcaudate","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/cerebral_nuclei/basal_ganglia/rightcaudate","lren-nmm-volumes"
"custom_file","Right Pallidum","rightpallidum","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/cerebral_nuclei/basal_ganglia/rightpallidum","lren-nmm-volumes"
"custom_file","Right Putamen","rightputamen","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/cerebral_nuclei/basal_ganglia/rightputamen","lren-nmm-volumes"
"custom_file","Left Ventral DC","leftventraldc","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/diencephalon/leftventraldc","lren-nmm-volumes"
"custom_file","Right Ventral DC","rightventraldc","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/diencephalon/rightventraldc","lren-nmm-volumes"
"custom_file","Left anterior orbital gyrus","leftaorganteriororbitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftaorganteriororbitalgyrus","lren-nmm-volumes"
"custom_file","Left central operculum","leftcocentraloperculum","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftcocentraloperculum","lren-nmm-volumes"
"custom_file","Left frontal operculum","leftfofrontaloperculum","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftfofrontaloperculum","lren-nmm-volumes"
"custom_file","Left frontal pole","leftfrpfrontalpole","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftfrpfrontalpole","lren-nmm-volumes"
"custom_file","Left gyrus rectus","leftgregyrusrectus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftgregyrusrectus","lren-nmm-volumes"
"custom_file","Left lateral orbital gyrus","leftlorglateralorbitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftlorglateralorbitalgyrus","lren-nmm-volumes"
"custom_file","Left medial frontal cortex","leftmfcmedialfrontalcortex","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftmfcmedialfrontalcortex","lren-nmm-volumes"
"custom_file","Left middle frontal gyrus","leftmfgmiddlefrontalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftmfgmiddlefrontalgyrus","lren-nmm-volumes"
"custom_file","Left medial orbital gyrus","leftmorgmedialorbitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftmorgmedialorbitalgyrus","lren-nmm-volumes"
"custom_file","Left precentral gyrus medial segment","leftmprgprecentralgyrusmedialsegment","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftmprgprecentralgyrusmedialsegment","lren-nmm-volumes"
"custom_file","Left superior frontal gyrus medial segment","leftmsfgsuperiorfrontalgyrusmedialsegment","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftmsfgsuperiorfrontalgyrusmedialsegment","lren-nmm-volumes"
"custom_file","Left opercular part of the inferior frontal gyrus","leftopifgopercularpartoftheinferiorfrontalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftopifgopercularpartoftheinferiorfrontalgyrus","lren-nmm-volumes"
"custom_file","Left orbital part of the inferior frontal gyrus","leftorifgorbitalpartoftheinferiorfrontalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftorifgorbitalpartoftheinferiorfrontalgyrus","lren-nmm-volumes"
"custom_file","Left parietal operculum","leftpoparietaloperculum","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftpoparietaloperculum","lren-nmm-volumes"
"custom_file","Left posterior orbital gyrus","leftporgposteriororbitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftporgposteriororbitalgyrus","lren-nmm-volumes"
"custom_file","Left precentral gyrus","leftprgprecentralgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftprgprecentralgyrus","lren-nmm-volumes"
"custom_file","Left subcallosal area","leftscasubcallosalarea","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftscasubcallosalarea","lren-nmm-volumes"
"custom_file","Left superior frontal gyrus","leftsfgsuperiorfrontalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftsfgsuperiorfrontalgyrus","lren-nmm-volumes"
"custom_file","Left supplementary motor cortex","leftsmcsupplementarymotorcortex","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/leftsmcsupplementarymotorcortex","lren-nmm-volumes"
"custom_file","Left triangular part of the inferior frontal gyrus","lefttrifgtriangularpartoftheinferiorfrontalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/lefttrifgtriangularpartoftheinferiorfrontalgyrus","lren-nmm-volumes"
"custom_file","Right anterior orbital gyrus","rightaorganteriororbitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightaorganteriororbitalgyrus","lren-nmm-volumes"
"custom_file","Right central operculum","rightcocentraloperculum","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightcocentraloperculum","lren-nmm-volumes"
"custom_file","Right frontal operculum","rightfofrontaloperculum","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightfofrontaloperculum","lren-nmm-volumes"
"custom_file","Right frontal pole","rightfrpfrontalpole","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightfrpfrontalpole","lren-nmm-volumes"
"custom_file","Right gyrus rectus","rightgregyrusrectus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightgregyrusrectus","lren-nmm-volumes"
"custom_file","Right lateral orbital gyrus","rightlorglateralorbitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightlorglateralorbitalgyrus","lren-nmm-volumes"
"custom_file","Right medial frontal cortex","rightmfcmedialfrontalcortex","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightmfcmedialfrontalcortex","lren-nmm-volumes"
"custom_file","Right middle frontal gyrus","rightmfgmiddlefrontalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightmfgmiddlefrontalgyrus","lren-nmm-volumes"
"custom_file","Right medial orbital gyrus","rightmorgmedialorbitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightmorgmedialorbitalgyrus","lren-nmm-volumes"
"custom_file","Right precentral gyrus medial segment","rightmprgprecentralgyrusmedialsegment","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightmprgprecentralgyrusmedialsegment","lren-nmm-volumes"
"custom_file","Right superior frontal gyrus medial segment","rightmsfgsuperiorfrontalgyrusmedialsegment","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightmsfgsuperiorfrontalgyrusmedialsegment","lren-nmm-volumes"
"custom_file","Right opercular part of the inferior frontal gyrus","rightopifgopercularpartoftheinferiorfrontalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightopifgopercularpartoftheinferiorfrontalgyrus","lren-nmm-volumes"
"custom_file","Right orbital part of the inferior frontal gyrus","rightorifgorbitalpartoftheinferiorfrontalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightorifgorbitalpartoftheinferiorfrontalgyrus","lren-nmm-volumes"
"custom_file","Right parietal operculum","rightpoparietaloperculum","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightpoparietaloperculum","lren-nmm-volumes"
"custom_file","Right posterior orbital gyrus","rightporgposteriororbitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightporgposteriororbitalgyrus","lren-nmm-volumes"
"custom_file","Right precentral gyrus","rightprgprecentralgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightprgprecentralgyrus","lren-nmm-volumes"
"custom_file","Right subcallosal area","rightscasubcallosalarea","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightscasubcallosalarea","lren-nmm-volumes"
"custom_file","Right superior frontal gyrus","rightsfgsuperiorfrontalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightsfgsuperiorfrontalgyrus","lren-nmm-volumes"
"custom_file","Right supplementary motor cortex","rightsmcsupplementarymotorcortex","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/rightsmcsupplementarymotorcortex","lren-nmm-volumes"
"custom_file","Right triangular part of the inferior frontal gyrus","righttrifgtriangularpartoftheinferiorfrontalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/frontal/righttrifgtriangularpartoftheinferiorfrontalgyrus","lren-nmm-volumes"
"custom_file","Left anterior insula","leftainsanteriorinsula","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/insula/leftainsanteriorinsula","lren-nmm-volumes"
"custom_file","Left posterior insula","leftpinsposteriorinsula","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/insula/leftpinsposteriorinsula","lren-nmm-volumes"
"custom_file","Right anterior insula","rightainsanteriorinsula","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/insula/rightainsanteriorinsula","lren-nmm-volumes"
"custom_file","Right posterior insula","rightpinsposteriorinsula","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/insula/rightpinsposteriorinsula","lren-nmm-volumes"
"custom_file","Left anterior cingulate gyrus","leftacgganteriorcingulategyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/leftacgganteriorcingulategyrus","lren-nmm-volumes"
"custom_file","Left entorhinal area","leftententorhinalarea","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/leftententorhinalarea","lren-nmm-volumes"
"custom_file","Left Hippocampus","lefthippocampus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/lefthippocampus","lren-nmm-volumes"
"custom_file","Left middle cingulate gyrus","leftmcggmiddlecingulategyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/leftmcggmiddlecingulategyrus","lren-nmm-volumes"
"custom_file","Left posterior cingulate gyrus","leftpcggposteriorcingulategyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/leftpcggposteriorcingulategyrus","lren-nmm-volumes"
"custom_file","Left parahippocampal gyrus","leftphgparahippocampalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/leftphgparahippocampalgyrus","lren-nmm-volumes"
"custom_file","Left Thalamus","leftthalamusproper","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/leftthalamusproper","lren-nmm-volumes"
"custom_file","Right anterior cingulate gyrus","rightacgganteriorcingulategyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/rightacgganteriorcingulategyrus","lren-nmm-volumes"
"custom_file","Right entorhinal area","rightententorhinalarea","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/rightententorhinalarea","lren-nmm-volumes"
"custom_file","Right Hippocampus","righthippocampus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/righthippocampus","lren-nmm-volumes"
"custom_file","Right middle cingulate gyrus","rightmcggmiddlecingulategyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/rightmcggmiddlecingulategyrus","lren-nmm-volumes"
"custom_file","Right posterior cingulate gyrus","rightpcggposteriorcingulategyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/rightpcggposteriorcingulategyrus","lren-nmm-volumes"
"custom_file","Right parahippocampal gyrus","rightphgparahippocampalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/rightphgparahippocampalgyrus","lren-nmm-volumes"
"custom_file","Right Thalamus","rightthalamusproper","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/limbic/rightthalamusproper","lren-nmm-volumes"
"custom_file","Left calcarine cortex","leftcalccalcarinecortex","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/leftcalccalcarinecortex","lren-nmm-volumes"
"custom_file","Left cuneus","leftcuncuneus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/leftcuncuneus","lren-nmm-volumes"
"custom_file","Left inferior occipital gyrus","leftioginferioroccipitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/leftioginferioroccipitalgyrus","lren-nmm-volumes"
"custom_file","Left lingual gyrus","leftliglingualgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/leftliglingualgyrus","lren-nmm-volumes"
"custom_file","Left middle occipital gyrus","leftmogmiddleoccipitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/leftmogmiddleoccipitalgyrus","lren-nmm-volumes"
"custom_file","Left occipital pole","leftocpoccipitalpole","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/leftocpoccipitalpole","lren-nmm-volumes"
"custom_file","Left occipital fusiform gyrus","leftofugoccipitalfusiformgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/leftofugoccipitalfusiformgyrus","lren-nmm-volumes"
"custom_file","Left superior occipital gyrus","leftsogsuperioroccipitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/leftsogsuperioroccipitalgyrus","lren-nmm-volumes"
"custom_file","Right calcarine cortex","rightcalccalcarinecortex","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/rightcalccalcarinecortex","lren-nmm-volumes"
"custom_file","Right cuneus","rightcuncuneus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/rightcuncuneus","lren-nmm-volumes"
"custom_file","Right inferior occipital gyrus","rightioginferioroccipitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/rightioginferioroccipitalgyrus","lren-nmm-volumes"
"custom_file","Right lingual gyrus","rightliglingualgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/rightliglingualgyrus","lren-nmm-volumes"
"custom_file","Right middle occipital gyrus","rightmogmiddleoccipitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/rightmogmiddleoccipitalgyrus","lren-nmm-volumes"
"custom_file","Right occipital pole","rightocpoccipitalpole","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/rightocpoccipitalpole","lren-nmm-volumes"
"custom_file","Right occipital fusiform gyrus","rightofugoccipitalfusiformgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/rightofugoccipitalfusiformgyrus","lren-nmm-volumes"
"custom_file","Right superior occipital gyrus","rightsogsuperioroccipitalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/occipital/rightsogsuperioroccipitalgyrus","lren-nmm-volumes"
"custom_file","Left angular gyrus","leftangangulargyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/leftangangulargyrus","lren-nmm-volumes"
"custom_file","Left postcentral gyrus medial segment","leftmpogpostcentralgyrusmedialsegment","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/leftmpogpostcentralgyrusmedialsegment","lren-nmm-volumes"
"custom_file","Left precuneus","leftpcuprecuneus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/leftpcuprecuneus","lren-nmm-volumes"
"custom_file","Left postcentral gyrus","leftpogpostcentralgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/leftpogpostcentralgyrus","lren-nmm-volumes"
"custom_file","Left supramarginal gyrus","leftsmgsupramarginalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/leftsmgsupramarginalgyrus","lren-nmm-volumes"
"custom_file","Left superior parietal lobule","leftsplsuperiorparietallobule","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/leftsplsuperiorparietallobule","lren-nmm-volumes"
"custom_file","Right angular gyrus","rightangangulargyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/rightangangulargyrus","lren-nmm-volumes"
"custom_file","Right postcentral gyrus medial segment","rightmpogpostcentralgyrusmedialsegment","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/rightmpogpostcentralgyrusmedialsegment","lren-nmm-volumes"
"custom_file","Right precuneus","rightpcuprecuneus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/rightpcuprecuneus","lren-nmm-volumes"
"custom_file","Right postcentral gyrus","rightpogpostcentralgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/rightpogpostcentralgyrus","lren-nmm-volumes"
"custom_file","Right supramarginal gyrus","rightsmgsupramarginalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/rightsmgsupramarginalgyrus","lren-nmm-volumes"
"custom_file","Right superior parietal lobule","rightsplsuperiorparietallobule","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/parietal/rightsplsuperiorparietallobule","lren-nmm-volumes"
"custom_file","Left fusiform gyrus","leftfugfusiformgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/leftfugfusiformgyrus","lren-nmm-volumes"
"custom_file","Left inferior temporal gyrus","leftitginferiortemporalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/leftitginferiortemporalgyrus","lren-nmm-volumes"
"custom_file","Left middle temporal gyrus","leftmtgmiddletemporalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/leftmtgmiddletemporalgyrus","lren-nmm-volumes"
"custom_file","Left planum polare","leftppplanumpolare","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/leftppplanumpolare","lren-nmm-volumes"
"custom_file","Left planum temporale","leftptplanumtemporale","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/leftptplanumtemporale","lren-nmm-volumes"
"custom_file","Left superior temporal gyrus","leftstgsuperiortemporalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/leftstgsuperiortemporalgyrus","lren-nmm-volumes"
"custom_file","Left temporal pole","lefttmptemporalpole","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/lefttmptemporalpole","lren-nmm-volumes"
"custom_file","Left transverse temporal gyrus","leftttgtransversetemporalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/leftttgtransversetemporalgyrus","lren-nmm-volumes"
"custom_file","Right fusiform gyrus","rightfugfusiformgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/rightfugfusiformgyrus","lren-nmm-volumes"
"custom_file","Right inferior temporal gyrus","rightitginferiortemporalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/rightitginferiortemporalgyrus","lren-nmm-volumes"
"custom_file","Right middle temporal gyrus","rightmtgmiddletemporalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/rightmtgmiddletemporalgyrus","lren-nmm-volumes"
"custom_file","Right planum polare","rightppplanumpolare","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/rightppplanumpolare","lren-nmm-volumes"
"custom_file","Right planum temporale","rightptplanumtemporale","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/rightptplanumtemporale","lren-nmm-volumes"
"custom_file","Right superior temporal gyrus","rightstgsuperiortemporalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/rightstgsuperiortemporalgyrus","lren-nmm-volumes"
"custom_file","Right temporal pole","righttmptemporalpole","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/righttmptemporalpole","lren-nmm-volumes"
"custom_file","Right transverse temporal gyrus","rightttgtransversetemporalgyrus","real",,"cm3",,,,"/root/brain_anatomy/grey_matter_volume/temporal/rightttgtransversetemporalgyrus","lren-nmm-volumes"
"custom_file","Left Cerebellum White Matter","leftcerebellumwhitematter","real",,"cm3",,,,"/root/brain_anatomy/white_matter_volume/leftcerebellumwhitematter","lren-nmm-volumes"
"custom_file","Left Cerebral White Matter","leftcerebralwhitematter","real",,"cm3",,,,"/root/brain_anatomy/white_matter_volume/leftcerebralwhitematter","lren-nmm-volumes"
"custom_file","Optic chiasm","opticchiasm","real",,"cm3",,,,"/root/brain_anatomy/white_matter_volume/opticchiasm","lren-nmm-volumes"
"custom_file","Right Cerebellum White Matter","rightcerebellumwhitematter","real",,"cm3",,,,"/root/brain_anatomy/white_matter_volume/rightcerebellumwhitematter","lren-nmm-volumes"
"custom_file","Right Cerebral White Matter","rightcerebralwhitematter","real",,"cm3",,,,"/root/brain_anatomy/white_matter_volume/rightcerebralwhitematter","lren-nmm-volumes"
"custom_file","ADNI category","adnicategory","polynominal","{“AD”,”Alzheimer’s Disease”},{”MCI”,”Mild Cognitive Impairment”},{”CN”,”Cognitively Normal”}",,,"Terms aggregating illnesses into classes. Note that the diagnosis in this categories are given only for the ADNI data set.",,"/root/diagnosis/dataset_specific_diagnosis/adnicategory","mip-cde"
"custom_file","Alzheimer Broad Category","alzheimerbroadcategory","polynominal","{“AD”,”Alzheimer’s disease”},{”CN”,”Cognitively Normal”},{”Other”,”Other”},{“MCI”,”Mild cognitive impairment”}",,,"There will be two broad categories taken into account. Alzheimer s disease (AD) in which the diagnostic is 100% certain and <Other> comprising the rest of Alzheimer s related categories. The <Other> category refers to Alzheime s related diagnosis which origin can be traced to other pathology eg. vascular. In this category MCI diagnosis can also be found. In summary  all Alzheimer s related diagnosis that are not pure.",,"/root/diagnosis/alzheimerbroadcategory","mip-cde"
"custom_file","EDSD category","edsdcategory","polynominal","{“AD”,”Alzheimer’s Disease”},{”MCI”,”Mild Cognitive Impairment”},{”CN”,”Cognitively Normal”}",,,"Terms aggregating illnesses into classes. Note that the diagnosis in this categories are given only for the EDSD data set.",,"/root/diagnosis/dataset_specific_diagnosis/edsdcategory","mip-cde"
"custom_file","Neurodegeneratives categories","neurodegenerativescategories","polynominal","{“PD”,”Parkinson’s disease”},{”AD”,”Alzheimer’s disease”},{”HD”,”Huntington’s disease""”},{”ALS”,”Amyotrophic lateral sclerosis”},{”BD”,”Batten disease”},{”MCI”,”MCI”},{”LBD”,”Lewy body dementia”},{”CJD”,”Creutzfeldt Jakob disease”},{”FTD”,""Frontotemporal dementia""},{”MS”,”Multiple sclerosis”},{”CN”,”Cognitively normal”}",,,"There will be two broad categories taken into account. Parkinson s disease without disability or light disability: Without fluctuation of the effect. Dementia in Parkinson s disease",,"/root/diagnosis/neurodegenerativescategories","mip-cde"
